qs_rank_2024,institution,country,qs_rank_2025,subject_area,ib_min,ib_recommended,a_levels,sat_recommended,act_recommended,additional_tests
16.0,Sorbonne University,France,24.0,Arts & Humanities,32,36,AAB,1400+,30+,
451.0,Southeast University,China (Mainland),451.0,Arts & Humanities,28,32,BBB,1200+,25+,
4.0,Stanford University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Stanford University,United States of America,4.0,Arts & Humanities,34,38,AAA,1450+,32+,
312.0,Stellenbosch University,South Africa,303.0,Arts & Humanities,28,32,BBB,1200+,25+,
119.0,Stockholm University,Sweden,114.0,Arts & Humanities,28,32,BBB,1250+,26+,
451.0,"Stony Brook University, State University of New York",United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,"Stony Brook University, State University of New York",United States of America,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Sultan Qaboos University,Oman,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
235.0,Sun Yat-sen University,China (Mainland),370.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Sungkyunkwan University (SKKU),Republic of Korea,316.0,Arts & Humanities,28,32,BBB,1200+,25+,
171.0,Sungkyunkwan University(SKKU),South Korea,,Arts & Humanities,28,32,BBB,1200+,25+,
501.0,Sunway University,Malaysia,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
266.0,Swansea University,United Kingdom,309.0,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,Swinburne University of Technology,Australia,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
451.0,Syracuse University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Syracuse University,United States of America,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,Tampere University,Finland,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
228.0,Taylor's University,Malaysia,148.0,Arts & Humanities,28,32,BBB,1250+,26+,
286.0,Technische Universität Berlin (TU Berlin),Germany,280.0,Arts & Humanities,28,32,BBB,1200+,25+,
501.0,Technische Universität Dresden,Germany,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
501.0,Technische Universität Wien,Austria,,Arts & Humanities,28,32,BBB,1200+,25+,
188.0,Tecnológico de Monterrey,Mexico,212.0,Arts & Humanities,28,32,BBB,1250+,26+,
338.0,Tel Aviv University,Israel,233.0,Arts & Humanities,28,32,BBB,1250+,26+,
401.0,Temple University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Temple University,United States of America,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
261.0,Texas A&M University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,Texas A&M University,United States of America,316.0,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,Thammasat University,Thailand,365.0,Arts & Humanities,28,32,BBB,1200+,25+,
333.0,The American University in Cairo,Egypt,289.0,Arts & Humanities,28,32,BBB,1200+,25+,
38.0,The Australian National University,Australia,32.0,Arts & Humanities,32,36,AAB,1400+,30+,
47.0,The Chinese University of Hong Kong (CUHK),Hong Kong SAR,,Arts & Humanities,28,32,BBB,1200+,25+,
,The Chinese University of Hong Kong (CUHK),"Hong Kong SAR, China",44.0,Arts & Humanities,32,36,AAB,1400+,30+,
240.0,The Hebrew University of Jerusalem,Israel,199.0,Arts & Humanities,28,32,BBB,1250+,26+,
100.0,The Hong Kong Polytechnic University,Hong Kong SAR,,Arts & Humanities,28,32,BBB,1200+,25+,
,The Hong Kong Polytechnic University,"Hong Kong SAR, China",83.0,Arts & Humanities,30,34,ABB,1350+,28+,
43.0,The London School of Economics and Political Science (LSE),United Kingdom,54.0,Arts & Humanities,30,34,ABB,1350+,28+,
117.0,The New School,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,The New School,United States of America,116.0,Arts & Humanities,28,32,BBB,1250+,26+,
100.0,The Ohio State University,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,The Ohio State University,United States of America,102.0,Arts & Humanities,28,32,BBB,1250+,26+,
501.0,The Open University,United Kingdom,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
214.0,The University of Adelaide,Australia,212.0,Arts & Humanities,28,32,BBB,1250+,26+,
501.0,The University of Alabama,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
139.0,The University of Arizona,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,The University of Arizona,United States of America,172.0,Arts & Humanities,28,32,BBB,1250+,26+,
70.0,The University of Auckland,New Zealand,61.0,Arts & Humanities,30,34,ABB,1350+,28+,
12.0,The University of Edinburgh,United Kingdom,10.0,Arts & Humanities,34,38,AAA,1450+,32+,
94.0,The University of Exeter,United Kingdom,90.0,Arts & Humanities,30,34,ABB,1350+,28+,
401.0,The University of Georgia,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,The University of Georgia,United States of America,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
32.0,The University of Hong Kong,Hong Kong SAR,,Arts & Humanities,28,32,BBB,1200+,25+,
,The University of Hong Kong,"Hong Kong SAR, China",18.0,Arts & Humanities,32,36,AAB,1400+,30+,
27.0,The University of Manchester,United Kingdom,36.0,Arts & Humanities,32,36,AAB,1400+,30+,
22.0,The University of Melbourne,Australia,23.0,Arts & Humanities,32,36,AAB,1400+,30+,
48.0,The University of New South Wales (UNSW Sydney),Australia,46.0,Arts & Humanities,32,36,AAB,1400+,30+,
258.0,"The University of Newcastle, Australia (UON)",Australia,272.0,Arts & Humanities,28,32,BBB,1200+,25+,
,The University of Osaka,Japan,200.0,Arts & Humanities,28,32,BBB,1250+,26+,
91.0,The University of Queensland,Australia,109.0,Arts & Humanities,28,32,BBB,1250+,26+,
82.0,The University of Sheffield,United Kingdom,82.0,Arts & Humanities,30,34,ABB,1350+,28+,
34.0,The University of Sydney,Australia,35.0,Arts & Humanities,32,36,AAB,1400+,30+,
32.0,The University of Tokyo,Japan,29.0,Arts & Humanities,32,36,AAB,1400+,30+,
66.0,The University of Warwick,United Kingdom,63.0,Arts & Humanities,30,34,ABB,1350+,28+,
178.0,The University of Western Australia,Australia,194.0,Arts & Humanities,28,32,BBB,1250+,26+,
342.0,Tianjin University,China (Mainland),327.0,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,Tilburg University,Netherlands,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
268.0,Tohoku University,Japan,276.0,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,Tomsk State University,Russia,,Arts & Humanities,28,32,BBB,1200+,25+,
,Tomsk State University,Russian Federation,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
177.0,Tongji University,China (Mainland),157.0,Arts & Humanities,28,32,BBB,1250+,26+,
,Toronto Metropolitan University,Canada,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
52.0,"Trinity College Dublin, The University of Dublin",Ireland,49.0,Arts & Humanities,32,36,AAB,1400+,30+,
36.0,Tsinghua University,China (Mainland),33.0,Arts & Humanities,32,36,AAB,1400+,30+,
,Tulane University,United States of America,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
10.0,UCL,United Kingdom,11.0,Arts & Humanities,32,36,AAB,1400+,30+,
,UCSI University,Malaysia,78.0,Arts & Humanities,30,34,ABB,1350+,28+,
319.0,UNESP,Brazil,309.0,Arts & Humanities,28,32,BBB,1200+,25+,
451.0,Umea University,Sweden,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Umm Al-Qura University,Saudi Arabia,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,United Arab Emirates University,United Arab Emirates,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
451.0,Universidad Alberto Hurtado,Chile,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Universidad Anáhuac México,Mexico,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Universidad Austral,Argentina,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
342.0,Universidad Autónoma Metropolitana (UAM),Mexico,356.0,Arts & Humanities,28,32,BBB,1200+,25+,
148.0,Universidad Autónoma de Madrid,Spain,123.0,Arts & Humanities,28,32,BBB,1250+,26+,
401.0,Universidad Carlos III de Madrid (UC3M),Spain,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
273.0,Universidad Diego Portales (UDP),Chile,291.0,Arts & Humanities,28,32,BBB,1200+,25+,
306.0,Universidad Iberoamericana IBERO,Mexico,350.0,Arts & Humanities,28,32,BBB,1200+,25+,
20.0,Universidad Nacional Autónoma de México (UNAM),Mexico,22.0,Arts & Humanities,32,36,AAB,1400+,30+,
401.0,Universidad Nacional Mayor de San Marcos,Peru,398.0,Arts & Humanities,28,32,BBB,1200+,25+,
113.0,Universidad Nacional de Colombia,Colombia,102.0,Arts & Humanities,28,32,BBB,1250+,26+,
,Universidad Nacional de Cuyo,Argentina,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
398.0,Universidad Nacional de Córdoba - UNC,Argentina,327.0,Arts & Humanities,28,32,BBB,1200+,25+,
251.0,Universidad Nacional de La Plata (UNLP),Argentina,226.0,Arts & Humanities,28,32,BBB,1250+,26+,
,Universidad Nacional de Rosario (UNR),Argentina,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Universidad Panamericana (UP),Mexico,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Universidad Politécnica de Madrid (UPM),Spain,324.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Universidad San Francisco de Quito (USFQ),Ecuador,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
501.0,Universidad Torcuato Di Tella,Argentina,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Universidad de Alcalá,Spain,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
359.0,Universidad de Antioquia,Colombia,378.0,Arts & Humanities,28,32,BBB,1200+,25+,
26.0,Universidad de Buenos Aires (UBA),Argentina,24.0,Arts & Humanities,32,36,AAB,1400+,30+,
77.0,Universidad de Chile,Chile,76.0,Arts & Humanities,30,34,ABB,1350+,28+,
451.0,Universidad de Concepción,Chile,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
451.0,Universidad de Costa Rica,Costa Rica,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,Universidad de Guadalajara (UDG),Mexico,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,Universidad de La Sabana,Colombia,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
203.0,Universidad de Santiago de Chile (USACH),Chile,215.0,Arts & Humanities,28,32,BBB,1250+,26+,
207.0,Universidad de Sevilla,Spain,200.0,Arts & Humanities,28,32,BBB,1250+,26+,
401.0,Universidad de Zaragoza,Spain,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
298.0,Universidad de la República (Udelar),Uruguay,345.0,Arts & Humanities,28,32,BBB,1200+,25+,
98.0,Universidad de los Andes,Colombia,88.0,Arts & Humanities,30,34,ABB,1350+,28+,
401.0,Universidad de los Andes - Chile,Chile,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
501.0,Universidade Católica Portuguesa - UCP,Portugal,,Arts & Humanities,28,32,BBB,1200+,25+,
129.0,Universidade Estadual de Campinas (Unicamp),Brazil,135.0,Arts & Humanities,28,32,BBB,1250+,26+,
,Universidade Federal Fluminense,Brazil,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
501.0,Universidade Federal Fluminense ,Brazil,,Arts & Humanities,28,32,BBB,1200+,25+,
338.0,Universidade Federal de Minas Gerais      ,Brazil,,Arts & Humanities,28,32,BBB,1200+,25+,
,Universidade Federal de Minas Gerais (UFMG),Brazil,324.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Universidade Federal de Santa Catarina,Brazil,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,Universidade Federal de Santa Catarina ,Brazil,,Arts & Humanities,28,32,BBB,1200+,25+,
,Universidade Federal do Rio Grande Do Sul,Brazil,356.0,Arts & Humanities,28,32,BBB,1200+,25+,
383.0,Universidade Federal do Rio Grande Do Sul ,Brazil,,Arts & Humanities,28,32,BBB,1200+,25+,
124.0,Universidade Federal do Rio de Janeiro,Brazil,121.0,Arts & Humanities,28,32,BBB,1250+,26+,
312.0,Universidade Nova de Lisboa,Portugal,261.0,Arts & Humanities,28,32,BBB,1200+,25+,
451.0,Universidade de Brasília,Brazil,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
392.0,Universidade de Santiago de Compostela,Spain,381.0,Arts & Humanities,28,32,BBB,1200+,25+,
46.0,Universidade de São Paulo,Brazil,50.0,Arts & Humanities,32,36,AAB,1400+,30+,
,Universita' IUAV di Venezia,Italy,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
220.0,Universitas Indonesia,Indonesia,190.0,Arts & Humanities,28,32,BBB,1250+,26+,
,Universitas Sebelas Maret,Indonesia,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
109.0,Universitat Autònoma de Barcelona,Spain,116.0,Arts & Humanities,28,32,BBB,1250+,26+,
268.0,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),Spain,304.0,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,Universitat Politècnica de València,Spain,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
197.0,Universitat Pompeu Fabra (Barcelona),Spain,177.0,Arts & Humanities,28,32,BBB,1250+,26+,
94.0,Universitat de Barcelona,Spain,83.0,Arts & Humanities,30,34,ABB,1350+,28+,
286.0,Universitat de Valencia,Spain,280.0,Arts & Humanities,28,32,BBB,1200+,25+,
258.0,Universite libre de Bruxelles,Belgium,250.0,Arts & Humanities,28,32,BBB,1250+,26+,
225.0,Universiti Kebangsaan Malaysia (UKM),Malaysia,218.0,Arts & Humanities,28,32,BBB,1250+,26+,
94.0,Universiti Malaya (UM),Malaysia,98.0,Arts & Humanities,30,34,ABB,1350+,28+,
302.0,Universiti Putra Malaysia (UPM),Malaysia,291.0,Arts & Humanities,28,32,BBB,1200+,25+,
218.0,Universiti Sains Malaysia (USM),Malaysia,207.0,Arts & Humanities,28,32,BBB,1250+,26+,
401.0,Universiti Teknologi MARA - UiTM,Malaysia,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
,Universiti Teknologi Malaysia,Malaysia,316.0,Arts & Humanities,28,32,BBB,1200+,25+,
306.0,Universiti Teknologi Malaysia ,Malaysia,,Arts & Humanities,28,32,BBB,1200+,25+,
451.0,Universiti Utara Malaysia (UUM),Malaysia,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
288.0,University College Cork,Ireland,255.0,Arts & Humanities,28,32,BBB,1200+,25+,
112.0,University College Dublin,Ireland,92.0,Arts & Humanities,30,34,ABB,1350+,28+,
401.0,University at Buffalo SUNY,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,University at Buffalo SUNY,United States of America,401.0,Arts & Humanities,28,32,BBB,1200+,25+,
273.0,University of Aberdeen,United Kingdom,287.0,Arts & Humanities,28,32,BBB,1200+,25+,
137.0,University of Alberta,Canada,160.0,Arts & Humanities,28,32,BBB,1250+,26+,
501.0,University of Alicante,Spain,,Arts & Humanities,28,32,BBB,1200+,25+,
21.0,University of Amsterdam,Netherlands,29.0,Arts & Humanities,32,36,AAB,1400+,30+,
312.0,University of Antwerp,Belgium,298.0,Arts & Humanities,28,32,BBB,1200+,25+,
268.0,University of Basel,Switzerland,280.0,Arts & Humanities,28,32,BBB,1200+,25+,
282.0,University of Bath,United Kingdom,291.0,Arts & Humanities,28,32,BBB,1200+,25+,
401.0,University of Belgrade,Serbia,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
233.0,University of Bergen,Norway,226.0,Arts & Humanities,28,32,BBB,1250+,26+,
244.0,University of Bern,Switzerland,239.0,Arts & Humanities,28,32,BBB,1250+,26+,
64.0,University of Birmingham,United Kingdom,72.0,Arts & Humanities,30,34,ABB,1350+,28+,
451.0,University of Brighton,United Kingdom,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
88.0,University of Bristol,United Kingdom,88.0,Arts & Humanities,30,34,ABB,1350+,28+,
18.0,University of British Columbia,Canada,19.0,Arts & Humanities,32,36,AAB,1400+,30+,
401.0,University of Bucharest,Romania,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
,University of Calcutta,India,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
210.0,University of Calgary,Canada,261.0,Arts & Humanities,28,32,BBB,1200+,25+,
5.0,"University of California, Berkeley (UCB)",United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,"University of California, Berkeley (UCB)",United States of America,5.0,Arts & Humanities,34,38,AAA,1450+,32+,
183.0,"University of California, Davis",United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,"University of California, Davis",United States of America,210.0,Arts & Humanities,28,32,BBB,1250+,26+,
154.0,"University of California, Irvine",United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,"University of California, Irvine",United States of America,154.0,Arts & Humanities,28,32,BBB,1250+,26+,
8.0,"University of California, Los Angeles (UCLA)",United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,"University of California, Los Angeles (UCLA)",United States of America,7.0,Arts & Humanities,34,38,AAA,1450+,32+,
383.0,"University of California, Riverside",United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,"University of California, Riverside",United States of America,451.0,Arts & Humanities,28,32,BBB,1200+,25+,
86.0,"University of California, San Diego (UCSD)",United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,"University of California, San Diego (UCSD)",United States of America,90.0,Arts & Humanities,30,34,ABB,1350+,28+,
154.0,"University of California, Santa Barbara (UCSB)",United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,"University of California, Santa Barbara (UCSB)",United States of America,170.0,Arts & Humanities,28,32,BBB,1250+,26+,
268.0,"University of California, Santa Cruz",United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,"University of California, Santa Cruz",United States of America,255.0,Arts & Humanities,28,32,BBB,1200+,25+,
2.0,University of Cambridge,United Kingdom,3.0,Arts & Humanities,34,38,AAA,1450+,32+,
306.0,University of Canterbury | Te Whare Wānanga o Waitaha,New Zealand,331.0,Arts & Humanities,28,32,BBB,1200+,25+,
214.0,University of Cape Town,South Africa,174.0,Arts & Humanities,28,32,BBB,1250+,26+,
15.0,University of Chicago,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,University of Chicago,United States of America,16.0,Arts & Humanities,32,36,AAB,1400+,30+,
451.0,University of Cincinnati,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
319.0,University of Coimbra,Portugal,314.0,Arts & Humanities,28,32,BBB,1200+,25+,
157.0,University of Cologne,Germany,158.0,Arts & Humanities,28,32,BBB,1250+,26+,
342.0,University of Colorado Boulder,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,University of Colorado Boulder,United States of America,387.0,Arts & Humanities,28,32,BBB,1200+,25+,
302.0,University of Connecticut,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,University of Connecticut,United States of America,309.0,Arts & Humanities,28,32,BBB,1200+,25+,
83.0,University of Copenhagen,Denmark,74.0,Arts & Humanities,30,34,ABB,1350+,28+,
501.0,University of Cyprus (UCY),Cyprus,,Arts & Humanities,28,32,BBB,1200+,25+,
210.0,University of Delhi,India,160.0,Arts & Humanities,28,32,BBB,1250+,26+,
501.0,University of Dhaka,Bangladesh,501.0,Arts & Humanities,28,32,BBB,1200+,25+,
280.0,University of East Anglia (UEA),United Kingdom,304.0,Arts & Humanities,28,32,BBB,1200+,25+,
244.0,University of Florence,Italy,222.0,Arts & Humanities,28,32,BBB,1250+,26+,
282.0,University of Florida,United States,,Arts & Humanities,28,32,BBB,1200+,25+,
,University of Florida,United States of America,285.0,Arts & Humanities,28,32,BBB,1200+,25+,
202.0,University of Galway,Ireland,211.0,Arts & Humanities,28,32,BBB,1250+,26+,
137.0,University of Geneva,Switzerland,123.0,Arts & Humanities,28,32,BBB,1250+,26+,
451.0,University of Genoa,Italy,387.0,Arts & Humanities,28,32,BBB,1200+,25+,
71.0,University of Glasgow,United Kingdom,61.0,Arts & Humanities,30,34,ABB,1350+,28+,
266.0,University of Gothenburg,Sweden,233.0,Arts & Humanities,28,32,BBB,1250+,26+,
171.0,University of Granada,Spain,164.0,Arts & Humanities,28,32,BBB,1250+,26+,
121.0,University of Groningen,Netherlands,132.0,Arts & Humanities,28,32,BBB,1250+,26+,
